category,gi,gl,name
sweet,92,9,"Glucose, 25 g portion, fed with oats"
sweet,93,9,"Glucose, 50 g portion"
sweet,96,10,"Glucose, 50 g portion"
sweet,78,8,"25 g glucose (Glucodex solution, Rougier Inc.,  Chambly, Quebec) consumed with 3 g American dried ginseng (Panax quinquefolius L.)"
sweet,80,8,25 g glucose (Glucodex) consumed 40 min after 3 g American dried ginseng (Panax quinquefolius L.)
sweet,103,10,"100 g Glucose consumed with 20 g cellulose (CSIR Biochemical Unit, New Delhi, India)"
sweet,55,19,"30 g glucose consumed with 150 g grilled beefburger, 30 g cheese, 10 g butter (total meal contained 50 g carbohydrate)"
sweet,57,20,"30 g glucose consumed with 150 g grilled beefburger, 30 g cheese, 10 g butter (total meal contained 50 g carbohydrate)"
sweet,80,8,"25 g glucose consumed with 30 g oat bran flour (Natureal®  GI-flour, Finn Cereal, Vantaa, Finland)"
sweet,32,7,Locust honey 
sweet,43,4,"Lactose, 50 g portion (Sigma Chemical Company, USA)"
sweet,48,5,"Lactose, 25 g portion, fed with oats"
sweet,58,6,"Sucrose, 50 g portion (Sigma Chemical Company, USA)"
sweet,59,6,"Sucrose, 50 g portion"
sweet,60,6,"Sucrose, 50 g portion"
sweet,64,6,"Sucrose, 25 g portion, fed with oats"
sweet,82,8,"Sucrose, 30 g portion"
sweet,110,11,"Sucrose, 25 g portion"
sweet,2,0,"Isomalt (Sudzucker AG, Mannheim, Germany)"
sweet,32,3,"Isomaltulose, Palatinose™ (Sudzucker AG, Mannheim, Germany)"
sweet,-1,0,"Lactitol, 25 g lactitol"
sweet,3,0,"25 g lactitol MC (Danisco sweeteners, Surrey, UK)"
sweet,7,1,"25 g Litesse II, bulking agent with polydextrose and sorbitol (Danisco Sweeteners, UK)"
sweet,4,0,"25 g Litesse III ultra, bulking agent with polydextrose and sorbitol (Danisco Sweeteners, UK)"
sweet,47,5,"Lycasin® HBC, syrup containing 50-55% maltitol, 5-8% sorbitol and 35-40% hydrogenated oligo-scaccharides (lab 2212, Roquette, France)"
sweet,25,2,"Lycasin® HBC, syrup containing 50-55% maltitol, 5-8% sorbitol and 35-40% hydrogenated oligo-scaccharides (lab 2212, Roquette, France)"
sweet,26,3,"Maltitol, 50 g portion "
sweet,30,3,"25 g Malbit CR (87% maltitol) (Cerestar, Vilvoorde, Belgium)"
sweet,44,4,"25 g Maltidex 100 (> 72% maltitol) (Cerestar, Vilvoorde, Belgium)"
sweet,46,5,Maltitol and Sucrose mixture (25 g Maltitol +  25 g Sucrose)
sweet,73,7,"25 g Malbit CH (99% maltitol) (Cerestar, Vilvoorde, Belgium)"
sweet,89,9,"25 g Maltidex 200 (50% maltitol) (Cerestar, Vilvoorde, Belgium)"
sweet,3,0,"Tagatose sugar replacement, Gaio® (Arla Foods, Germany)"
sweet,7,1,25 g Xylitol
sweet,8,1,"25 g  Xylitol C (Danisco Sweeteners, UK)"
sweet,34,1,"Nektar Sweet (Allynns, Inc., USA)"
sweet,44,13,"Chocolate, white, Milky Bar®, artificially sweetened (Nestlé, Australia)"
sweet,79,6,"Glucose, 46 g portion, consumed with 15 g apple and orange fiber extract (FITA, Chatswood, NSW, Australia) (total carbohydrate content of drink = 50 g)"
sweet,57,6,"Glucose, 50 g portion, consumed with 14.5 g oat gum (78% oat ß-glucan)"
sweet,54,18,"Green bean dessert (NISSIN brand, Nissin Foods Co. Ltd)"
sweet,75,29,"Red bean dessert (NISSIN brand, Nissin Foods Co. Ltd)"
sweet,47,16,"Chinese herbal jelly (Guang Jian Tang brand, Kwong Tai Agency Co. Ltd)"
sweet,51,9,"Smith's Grain Waves Original Flavoured Wholegrain Chips (The Smith's Snackfood Company, Australia)"
sweet,39,3,"Fruit Up sweetener (Rudolf Wild GmbH & Co, Germany)"
sweet,50,2,LoGiCane low GI sugar
sweet,48,4,Arnott's Kingston biscuits
sweet,51,7,Green's Foods Butter Poppin Microwave Popcorn
sweet,34,5,Lindt Lindor White Chocolate
sweet,57,9,Pringles Original potato crisps
sweet,98,8,Organic Rice Syrup/Rice Malt Syrup
sweet,90,27,Karo Dark Corn Syrup
sweet,44,5,SoyCarat Cheese flavor snack product
sweet,41,5,SoyCarat Olive Oil & Garlic flavor snack product
sweet,37,5,SoyCarat Nori & Natto flavor snack product
sweet,54,3,Coconut sugar
sweet,41,5,"Red Rock Deli Sweet Potato Crisps, Sea Salt "
sweet,54,8,Gurun Emas Dates Syrup
sweet,31,5,Protein Bar - Citrus Lemon
sweet,29,1,"Chocolate Kouka Cacao 72% (Meiji Co., Ltd, Japan)"
sweet,39,1,"Meiji Milk Chocolate (Meiji Co., Ltd, Japan)"
sweet,18,0,"Chocolate Kouka Cacao 86% (Meiji Co., Ltd, Japan)"
sweet,22,1,Herman Brot Protein Cheese Cracker
sweet,29,2,Herman Brot Protein Olive Cracker
sweet,31,2,Herman Brot Protein Mediterranean Cracker
sweet,24,4,"Meiji Almond Chocolate (Meiji Co., Ltd, Japan)"
sweet,30,4,"Meiji Macadamia Chocolate (Meiji Co., Ltd, Japan)"
sweet,37,13,"Meiji Galbo Chocolate (Meiji Co., Ltd, Japan)"
sweet,24,1,"Herman Brot Protein Cracker, Natural"
sweet,26,2,"Herman Brot Protein Cracker, Spicy"
sweet,27,2,"Herman Brot Protein Cracker, Zatar"
